Vehicle No,Vehicle Name  ,Company  ,Latitude,Longitude,Gps,Branch,Vehicletype,Gpsactualtime,Datetime,Status,Devicemodel,Speed,Imeino,Odometer,Poi,Immobilize State  ,Ign,Driver First Name,Angle,Sos,Externalvolt,Driver Last Name,Power,Location
MH04BU7735,--,SWM,19.4319649,72.8099683,ON,E,Crane,21-10-2024 08:34:55,21-10-2024 08:34:55,STOP,FMB920,0,352016706543139,8576610,0.93 km from Raj palace masjid,--,OFF,--,199,--,12.99,--,ON,"Shiv Shakti Paratha Centre and Bhojanalay, Shop Number 14 Sai Heights , Near Yashwant Gaurav Complex, Nalasopara West, Nala Sopara, Maharashtra (NW)"
MH48G0588,--,SWM,19.4554133,72.81141,ON,A,Crane,21-10-2024 08:34:57,21-10-2024 08:34:58,RUNNING,FMB920,0,352016706543386,4793574,--,--,ON,--,128,--,13.7,--,ON,"Hotel Shreya, Opp. Railway Station, Vartak Road, Virar West, Vartak Ward, Virar West, Palghar, Maharashtra (NE)"
MH48CB0218,--,SWM,19.47382,72.8122416,ON,A,Forklift,21-10-2024 08:34:52,21-10-2024 08:34:52,RUNNING,FMB920,6,352016706554037,7570990,--,--,ON,--,228,--,14.22,--,ON,"Vitthal Rakhumai Temple, Deul Aali, Naringi, Virar East, Virar, Maharashtra (SE)"
MH04CU3366 Z15,--,SWM,19.4086516,72.872295,ON,G,Crane,21-10-2024 08:34:57,21-10-2024 08:34:57,STOP,FMB920,6,352016706590585,4694258,--,--,OFF,--,213,--,12.36,--,ON,"Har Har Mahadev Mandir, Adarsh Nagar, Tungareshwar Road, Near Shubam Kirana, Vasai East, Golani Naka, Vasai East, sativli, Maharashtra (SE)"
Mh04CG6399 Z18,--,SWM,19.3427166,72.8046516,ON,I,Crane,21-10-2024 08:35:01,21-10-2024 08:35:01,RUNNING,FMB920,12,352016706590445,10451486,--,--,ON,--,337,--,14.18,--,ON,"Hotel Sanman, Zenda Bazaar Road, Parnaka, Koliwada, Vasai West, Vasai-Virar, Maharashtra (SW)"
MH04B1418 Z13,--,RTSVVMC,19.4164383,72.8360533,ON,F,Forklift,21-10-2024 08:35:00,21-10-2024 08:35:01,RUNNING,FMB920,0,352016706590478,5035576,2.04 km from Rahmat Nagar,--,ON,--,101,--,14.09,--,ON,"Mangal Murti High School,, Hawai Pada, Nalasopara East, Nala Sopara, Maharashtra (SE)"
MH48AY240 Z8,--,SWM,19.4066233,72.8261899,ON,A,Compactor,21-10-2024 08:35:00,21-10-2024 08:35:01,IDLE,FMB920,0,352016706553864,5925137,--,--,ON,--,288,--,27.64,--,ON,"shop no.3, Chaurasiya General Store And Pan Bhandar, Rashmi Regency 1, Nalasopara - Vasai Link Rd, behind fire brigade , opp aditi hall, Yashvant Viva Twp, Nalasopara East, Vasai-Virar, Maharashtra (SW)"
MH48C0285,--,SWM,19.44946,72.8161666,ON,A,Truck,21-10-2024 08:34:58,21-10-2024 08:34:59,RUNNING,FMB920,9,352016706543378,4239091,2.01 km from Raj palace masjid,--,ON,--,114,--,14.02,--,ON,"Virar East, Ekvira Darshan, Virar East, Virar, Maharashtra (NW)"
MH48Y238,--,SWM,19.4120916,72.8240166,ON,D,Compactor,21-10-2024 08:34:54,21-10-2024 08:34:54,IDLE,FMB920,0,352016706611639,5039289,1.95 km from Rehan Medical,--,ON,--,160,--,27.35,--,ON,"SPICE FAMILY CHINESE RESTAURANT, shop no 2 , Kailas darsan 2, alkapuri, Shiv Chaya Chawl, Yashvant Viva Twp, Nalasopara East, Nallasopara east, Maharashtra (SW)"
MH48CB0115,--,SWM,19.432305,72.8233416,ON,E,Forklift,21-10-2024 08:34:47,21-10-2024 08:34:47,IDLE,FMB920,0,352016706610169,153467,0.48 km from Raj palace masjid,--,ON,--,236,--,13.31,--,ON,"St. Anthonys High School., More Gaon, Oswal Nagari, Nalasopara East, Nala Sopara, Maharashtra (NE)"
MH48C0049,--,RTSVVMC,19.4552333,72.82957,ON,A,Forklift,21-10-2024 08:34:56,21-10-2024 08:34:56,IDLE,FMB920,0,352016706553898,7026482,--,--,ON,--,3,--,24.86,--,ON,"Sri Sai Shantidham,Sai Baba Mandir, Vikas Nagari, Virar East, Virar, Maharashtra (NE)"
MH48C0080,--,SWM,19.4511516,72.8096766,ON,A,Forklift,21-10-2024 08:34:59,21-10-2024 08:34:59,RUNNING,FMB920,17,352016706554029,4912480,2.38 km from Raj palace masjid,--,ON,--,9,--,13.46,--,ON,"Saarthak Maternity and Nursing Home, Purshottam Parekh Marg, Gaothan, Virar West, Virar, Maharashtra (NE)"
MH48AY0235,--,RTSVVMC,19.4665933,72.8011416,ON,RTSVVMC,CamperVan,21-10-2024 08:34:58,21-10-2024 08:34:58,RUNNING,FMB920,6,352016706671567,18344914,--,--,ON,--,105,--,27.48,--,ON,"Mahamaya Grocery Stores, Shop Number 17 Kavya Avenue, c3, Rustomjee Global City, Virar West, Virar, Maharashtra (SW)"
MH04CB0116,--,SWM,19.4022333,72.85939,ON,F,Forklift,21-10-2024 08:34:50,21-10-2024 08:34:50,IDLE,FMB920,0,352016709171151,7883887,--,--,ON,--,190,--,14.11,--,ON,"KGN Rukaya Shop, Golani Naka, Vasai East, Rajavali, Maharashtra (SE)"
MH48J0760,--,SWM,19.3845516,72.8360033,ON,A,Crane,21-10-2024 08:35:01,21-10-2024 08:35:01,STOP,FMB920,10,352016706670924,4490517,--,--,OFF,--,338,--,12,--,ON,"Bank of Baroda, Gauri App, Ambika Comm Complex,Navghar Road, Vasai East, Sinnerphata, Samarth Krupa Nagar, Vasai East, Vasai-Virar, Maharashtra (NE)"
MH48C0054,--,SWM,19.436435,72.86386,ON,F,Compactor,21-10-2024 08:34:50,21-10-2024 08:34:51,RUNNING,FMB920,6,352016706301926,3985416,--,--,ON,--,93,--,27.96,--,ON,"Renuka Krus, Wakanpada, Nalasopara East, Dhaniv, Maharashtra (SW)"
mh48cb0119 Z18,--,SWM,19.336685,72.8037883,ON,I,Compactor,21-10-2024 08:35:01,21-10-2024 08:35:01,IDLE,FMB920,0,352016708222237,11021993,--,--,ON,--,22,--,14.08,--,ON,"St. Peter School, Rajani Rd, Koliwada, Vasai West, Vasai-Virar, Maharashtra (SW)"
5755120532307,--,RTSVVMC,19.4082416,72.82764,ON,RTSVVMC,CamperVan,21-10-2024 08:34:59,21-10-2024 08:35:00,IDLE,FMB920,0,352016708224043,5500328,2.44 km from Sai Children School,--,ON,--,234,--,27.81,--,ON,"Apollo Childrens Hospital, E-o1, Jay Vijay Nagar, Vasai Link Road, Opposite Saraswat Bank, Jay Vijay Nagar, Yashvant Viva Twp, Vasai East, Nallasopara, Maharashtra (NW)"
MH48C0086,--,SWM,19.450385,72.804615,ON,A,Crane,21-10-2024 08:34:09,21-10-2024 08:34:10,STOP,FMB920,0,352016706490588,5575991,2.57 km from Raj palace masjid,--,OFF,--,181,--,11.03,--,ON,"Highway Phata, Kamanwala Nagar, Sheetal Nagar, Virar West, Virar, Maharashtra (NW)"
MH48G1510 Z5,--,SWM,19.4567083,72.82494,ON,D,Crane,21-10-2024 08:34:54,21-10-2024 08:34:54,STOP,FMB920,0,352016706464906,2821363,--,--,OFF,--,147,--,13.15,--,ON,"MANSI Snack centre, Narayan Nagar, Virar East, Virar, Maharashtra (NW)"
MH48BM7147,--,MEDICAL DEPT,19.3838466,72.8338816,ON,I,CamperVan,21-10-2024 08:33:51,21-10-2024 08:33:51,STOP,FMB920,0,352592572734838,6932559,--,--,OFF,--,212,--,12.66,--,ON,"Amba Mata Mandir, Sinnerphata, Samarth Krupa Nagar, Vasai East, Vasai-Virar, Maharashtra (NW)"
MH48BM7148,--,MEDICAL DEPT,19.4377749,72.8607833,ON,F,CamperVan,21-10-2024 08:33:29,21-10-2024 08:33:29,STOP,FMB920,0,352016708028220,3408157,--,--,OFF,--,233,--,12.72,--,ON,"Dhaniv, Nalasopara East, Dhaniv, Maharashtra (NW)"
MH48BM6846,--,RTSVVMC,19.4245616,72.83898,ON,RTSVVMC,CamperVan,21-10-2024 08:33:59,21-10-2024 08:33:59,RUNNING,FMB920,6,352592572616605,3834943,1.8 km from Rahmat Nagar,--,ON,--,106,--,13.94,--,ON,"Santosh Bhawan Naka, Mahan, Nalasopara East, Bilalpada, Maharashtra (SE)"
MH48BM6842,--,RTSVVMC,19.4507033,72.8169133,ON,RTSVVMC,CamperVan,21-10-2024 08:34:00,21-10-2024 08:34:00,RUNNING,FMB920,23,352592572734747,4194926,1.9 km from Police chouki pragati Nagar,--,ON,--,21,--,13.85,--,ON,"FudBoy, Harsh Palace, Gauri Palace Building, Shop no 2, near St. Peter High School, opp, Ekvira Darshan, Virar East, Virar, Maharashtra (NW)"
MH48CB0228,--,SWM,19.3970683,72.8587266,ON,F,Truck,21-10-2024 08:33:14,21-10-2024 08:33:15,RUNNING,FMB920,0,352016707281028,8542506,--,--,ON,--,245,--,14.13,--,ON,"National Public School, Vasai East Salt Plant, Vasai East, Rajavali, Maharashtra (NW)"
MH48CC1463,--,RTSVVMC,19.4719683,72.8338416,ON,RTSVVMC,CamperVan,21-10-2024 08:33:40,21-10-2024 08:33:40,IDLE,FMB920,0,352016706569258,4821330,--,--,ON,--,34,--,13.33,--,ON,"Bharat Estate, Katkari Pada, Chandansar, Virar, Maharashtra (NE)"
MH48CB1387,--,SWM,19.470015,72.8548083,ON,F,CamperVan,21-10-2024 08:33:53,21-10-2024 08:33:54,RUNNING,FMB920,29,352016706620036,4667246,--,--,ON,--,116,--,13.48,--,ON,"5, Chandansar Rd, Virar East, Virar, Maharashtra (NE)"
MH48CB0230 Z18,--,SWM,19.3395833,72.8057416,ON,A,Truck,21-10-2024 08:33:56,21-10-2024 08:33:57,IDLE,FMB920,0,352016706593290,5446011,--,--,ON,--,182,--,14.35,--,ON,"Dominos Pizza, shop no 8 ground floor, emarald building, PAM imfrastructure, G. G. College Road, Village Malonde, Vasai west, Koliwada, Vasai West, Thane, Maharashtra (SW)"
MH48CC1459,--,RTSVVMC,19.3931283,72.861355,ON,RTSVVMC,Forklift,21-10-2024 08:33:34,21-10-2024 08:33:34,RUNNING,FMB920,0,352016707284550,5002000,--,--,ON,--,295,--,14.63,--,ON,"Platinum Hospital, Vasai East Salt Plant, Vasai East, Rajavali, Maharashtra (SW)"
MH48CB0227,--,SWM,19.4037733,72.8461633,ON,F,Crane,21-10-2024 08:34:01,21-10-2024 08:34:01,IDLE,FMB920,0,352016706666245,7075160,--,--,ON,--,66,--,14.41,--,ON,"Survey no 256 fatherwadi Bu stop, Fatherwadi, Golani Naka, Vasai East, Vasai-Virar, Maharashtra (NW)"
MH48C0277,--,SWM,19.3257083,72.8143216,ON,I,Crane,21-10-2024 08:33:47,21-10-2024 08:33:48,STOP,FMB920,0,352016707608105,5626171,--,--,OFF,--,33,--,13.15,--,ON,"Gyanodaya Multipurpose School, Police Colony, Vasai West, Vasai-Virar, Maharashtra (SE)"
MH48CB0117,--,SWM,19.42895,72.8696666,ON,F,Forklift,21-10-2024 08:33:56,21-10-2024 08:33:56,RUNNING,FMB920,22,352016706551207,6476002,--,--,ON,--,58,--,14.37,--,ON,"Waliv Rd, Golani Naka, Vasai East, Vasai-Virar, Maharashtra (SW)"
MH48C0082,--,SWM,19.4399433,72.7749149,ON,A,Forklift,21-10-2024 08:34:00,21-10-2024 08:34:00,RUNNING,FMB920,3,352016706664679,7605181,--,--,ON,--,97,--,13.59,--,ON,"The Thane District Central Co-op. Bank Ltd, Umbergothan - Satpala Rd, Pipri Dontalav, Virar West, Vatar, Maharashtra (SW)"
MH48AY237 Z8,--,SWM,19.40303,72.82908,ON,D,Compactor,21-10-2024 08:33:52,21-10-2024 08:33:53,IDLE,FMB920,0,352016706590577,5566313,--,--,ON,--,106,--,24.33,--,ON,"Nooriya Rizviya Masjid, Pragati Nagar, Vasant Nagari, Nalasopara East, Vasai-Virar, Maharashtra (SE)"
MH48J0196,--,SWM,19.4235933,72.8075533,ON,E,Compactor,21-10-2024 08:33:59,21-10-2024 08:34:00,IDLE,FMB920,0,352016706590833,3711507,1.48 km from Raj palace masjid,--,ON,--,285,--,13.83,--,ON,"D/002, THE INDIAN PENTECOSTAL CHURCH OF GOD NALLASOPARA, 27/28, 3rd Road, Sriprastha, Nalasopara West, Nalla Sopara, Maharashtra (NW)"
MH04FJ6600,--,SWM,19.4501616,72.8067966,ON,A,Crane,21-10-2024 08:34:00,21-10-2024 08:34:00,RUNNING,FMB920,27,352016706570363,8830590,2.42 km from Raj palace masjid,--,ON,--,341,--,28.38,--,ON,"Ayappa Temple Virar West, Virar,, Kamanwala Nagar, Virat Nagar, Virar West, Virar, Maharashtra (NW)"
MH28D3300 Z12,--,SWM,19.441605,72.8545416,ON,F,Forklift,21-10-2024 08:33:57,21-10-2024 08:33:57,RUNNING,FMB920,5,352016706590817,5620491,--,--,ON,--,152,--,14.46,--,ON,"Shyam Masala Store, Unnamed Road, Dhaniv Baug, Nalasopara East, Nala Sopara, Maharashtra (NW)"
MH48J0206,--,SWM,19.41804,72.8218566,ON,D,Compactor,21-10-2024 08:33:37,21-10-2024 08:33:37,STOP,FMB920,0,352016706543303,608436,1.39 km from Rehan Medical,--,OFF,--,315,--,13.2,--,ON,"Jay Maharashtra Chana Sing Farsan Mart, Shop No.15, Siddhi Vinayak Shopping Center,, Achole Rd, Bori Colony, Moregaon Talao, Nalasopara East, Thane, Maharashtra (NE)"
MH48J0754,--,SWM,19.4056083,72.8550183,ON,B,Compactor,21-10-2024 08:33:58,21-10-2024 08:33:58,RUNNING,FMB920,26,352016706609930,7251027,--,--,ON,--,268,--,13.63,--,ON,"Bhoidapada, Bhoidapada, Sativali Rd, Golani Naka, Vasai East, Golani Naka, Vasai East, Waliv, Maharashtra (NW)"
MH48J0749,--,SWM,19.4283433,72.818055,ON,B,Forklift,21-10-2024 08:33:58,21-10-2024 08:33:59,IDLE,FMB920,0,352016706610110,6995934,0.37 km from Raj palace masjid,--,ON,--,183,--,15.55,--,ON,"Central Park Rd, Oswal Nagari, Nalasopara East, Nala Sopara, Maharashtra (NE)"
MH48AY372 Z15,--,SWM,19.4108166,72.8795716,ON,G,Compactor,21-10-2024 08:33:53,21-10-2024 08:33:54,IDLE,FMB920,0,352016706609963,3964262,--,--,ON,--,86,--,27.55,--,ON,"Tungareshwar Temple Gate, Tungareshwar Rd, Golani Naka, Vasai East, sativli, Maharashtra (NE)"
MH48G0599,--,SWM,19.4707933,72.8214383,ON,C,Forklift,21-10-2024 08:34:01,21-10-2024 08:34:01,RUNNING,FMB920,0,352016706554102,5168017,--,--,ON,--,262,--,13.92,--,ON,"Ganpati Mandir, Vaishnavi Nagar, Sai Nath Nagar, Virar East, Virar, Maharashtra (NE)"
5755120532361,--,RTSVVMC,19.471745,72.82023,ON,RTSVVMC,CamperVan,21-10-2024 08:33:59,21-10-2024 08:33:59,IDLE,FMB920,0,352016706590619,14159680,--,--,ON,--,343,--,27.38,--,ON,"205, Chandansar Rd, Sai Nath Nagar, Virar East, Virar, Maharashtra (NE)"
MH48AY245 Z17,--,SWM,19.3820349,72.8149683,ON,H,Compactor,21-10-2024 08:34:01,21-10-2024 08:34:01,RUNNING,FMB920,12,352016706590460,7276601,--,--,ON,--,142,--,27.46,--,ON,"Badrinath Mandir, Uttranchal Mitra Mandal. Vasai, Vasai,, Navghar, Vasai West, Vasai-Virar, Maharashtra (SE)"
MH04BU7735,--,SWM,19.43207,72.8099116,ON,E,Crane,21-10-2024 08:34:00,21-10-2024 08:34:00,STOP,FMB920,7,352016706543139,8576596,0.94 km from Raj palace masjid,--,OFF,--,214,--,12.94,--,ON,"Shiv Shakti Paratha Centre and Bhojanalay, Shop Number 14 Sai Heights , Near Yashwant Gaurav Complex, Nalasopara West, Nala Sopara, Maharashtra (NW)"
MH48G0588,--,SWM,19.4550449,72.8115566,ON,A,Crane,21-10-2024 08:34:00,21-10-2024 08:34:00,RUNNING,FMB920,0,352016706543386,4793549,--,--,ON,--,166,--,13.33,--,ON,"viva supermarket, ground floor aarti apartment, Vartak Rd, Viva Super Market, Gaothan, Virar West, Virar, Maharashtra (NE)"
MH48CB0218,--,SWM,19.4744383,72.8124349,ON,A,Forklift,21-10-2024 08:34:00,21-10-2024 08:34:00,RUNNING,FMB920,6,352016706554037,7570905,--,--,ON,--,188,--,14.31,--,ON,"Vitthal Rakhumai Temple, Deul Aali, Naringi, Virar East, Virar, Maharashtra (SE)"
MH48J553 Z8,--,RTSVVMC,19.4550966,72.8206333,ON,D,Compactor,21-10-2024 08:33:54,21-10-2024 08:33:55,STOP,FMB920,0,352016706543154,15032975,--,--,OFF,--,286,--,13.15,--,ON,"Pragati Super Market, Phoolpada Rd, RJ Nagar, Virar East, Virar, Maharashtra (NE)"
MH04CU3366 Z15,--,SWM,19.4086966,72.8725116,ON,G,Crane,21-10-2024 08:33:55,21-10-2024 08:33:56,STOP,FMB920,6,352016706590585,4694221,--,--,OFF,--,41,--,11.75,--,ON,"Har Har Mahadev Mandir, Adarsh Nagar, Tungareshwar Road, Near Shubam Kirana, Vasai East, Golani Naka, Vasai East, sativli, Maharashtra (SE)"
Mh04CG6399 Z18,--,SWM,19.342565,72.8048566,ON,I,Crane,21-10-2024 08:33:56,21-10-2024 08:33:56,RUNNING,FMB920,10,352016706590445,10451438,--,--,ON,--,127,--,14.15,--,ON,"Hotel Sanman, Zenda Bazaar Road, Parnaka, Koliwada, Vasai West, Vasai-Virar, Maharashtra (SE)"
5755120532380,--,RTSVVMC,19.44087,72.8071683,ON,RTSVVMC,CamperVan,21-10-2024 08:33:33,21-10-2024 08:33:33,STOP,FMB920,0,352016706554110,8951350,1.32 km from Kolkata Hotel,--,OFF,--,308,--,13.11,--,ON,"MHADA Complex 6-D Wing, MAHADA Society, Yashavant Nagar, Virar East, Virar, Maharashtra (SE)"
MH04B1418 Z13,--,RTSVVMC,19.41657,72.8358233,ON,F,Forklift,21-10-2024 08:34:00,21-10-2024 08:34:00,IDLE,FMB920,0,352016706590478,5035541,2.02 km from Rahmat Nagar,--,ON,--,172,--,13.23,--,ON,"Mangal Murti High School,, Hawai Pada, Nalasopara East, Nala Sopara, Maharashtra (SE)"
MH48AY240 Z8,--,SWM,19.4066233,72.8261899,ON,A,Compactor,21-10-2024 08:34:01,21-10-2024 08:34:01,IDLE,FMB920,0,352016706553864,5925137,--,--,ON,--,288,--,27.65,--,ON,"shop no.3, Chaurasiya General Store And Pan Bhandar, Rashmi Regency 1, Nalasopara - Vasai Link Rd, behind fire brigade , opp aditi hall, Yashvant Viva Twp, Nalasopara East, Vasai-Virar, Maharashtra (SW)"
MH48C0285,--,SWM,19.4502233,72.8145316,ON,A,Truck,21-10-2024 08:33:59,21-10-2024 08:33:59,RUNNING,FMB920,12,352016706543378,4238883,2.13 km from Raj palace masjid,--,ON,--,110,--,13.99,--,ON,"Avenue Family Restaurant And Bar, Shop No. Avenue Bld., Manvelpada Road, Near Talwalkar Gym, Ekvira Darshan, Virar East, Mumbai, Maharashtra (SE)"
MH48Y238,--,SWM,19.4120916,72.8240166,ON,D,Compactor,21-10-2024 08:33:53,21-10-2024 08:33:54,RUNNING,FMB920,0,352016706611639,5039289,1.95 km from Rehan Medical,--,ON,--,160,--,27.34,--,ON,"SPICE FAMILY CHINESE RESTAURANT, shop no 2 , Kailas darsan 2, alkapuri, Shiv Chaya Chawl, Yashvant Viva Twp, Nalasopara East, Nallasopara east, Maharashtra (SW)"
MH48CB0115,--,SWM,19.432305,72.8233416,ON,E,Forklift,21-10-2024 08:33:59,21-10-2024 08:33:59,STOP,FMB920,0,352016706610169,153467,0.48 km from Raj palace masjid,--,OFF,--,236,--,13.13,--,ON,"St. Anthonys High School., More Gaon, Oswal Nagari, Nalasopara East, Nala Sopara, Maharashtra (NE)"
MH48C0049,--,RTSVVMC,19.4552333,72.8295683,ON,A,Forklift,21-10-2024 08:33:56,21-10-2024 08:33:56,RUNNING,FMB920,0,352016706553898,7026482,--,--,ON,--,3,--,24.86,--,ON,"Sri Sai Shantidham,Sai Baba Mandir, Vikas Nagari, Virar East, Virar, Maharashtra (NE)"
MH48C0080,--,SWM,19.4488816,72.8100866,ON,A,Forklift,21-10-2024 08:33:59,21-10-2024 08:33:59,RUNNING,FMB920,17,352016706554029,4912216,2.13 km from Raj palace masjid,--,ON,--,0,--,13.49,--,ON,"House Of Delight2, Shop No.8, Children Activity Centre, OPP.NagarPalika Ground,, Virat Nagar, Virar West,, Gaothan, Virar East, Virar, Maharashtra (SE)"
MH48AY0235,--,RTSVVMC,19.46662,72.8009483,ON,RTSVVMC,CamperVan,21-10-2024 08:34:01,21-10-2024 08:34:01,IDLE,FMB920,0,352016706671567,18344855,--,--,ON,--,217,--,27.46,--,ON,"Mahamaya Grocery Stores, Shop Number 17 Kavya Avenue, c3, Rustomjee Global City, Virar West, Virar, Maharashtra (SW)"
MH04CB0116,--,SWM,19.4022333,72.85939,ON,F,Forklift,21-10-2024 08:33:51,21-10-2024 08:33:51,IDLE,FMB920,0,352016709171151,7883887,--,--,ON,--,190,--,14.08,--,ON,"KGN Rukaya Shop, Golani Naka, Vasai East, Rajavali, Maharashtra (SE)"
MH48C0054,--,SWM,19.43646,72.8628833,ON,F,Compactor,21-10-2024 08:33:51,21-10-2024 08:33:52,RUNNING,FMB920,0,352016706301926,3985310,--,--,ON,--,292,--,28.39,--,ON,"Dhaniv, Dhaniv Baug, Nalasopara East, Dhaniv, Maharashtra (NE)"
mh48cb0119 Z18,--,SWM,19.336685,72.8037883,ON,I,Compactor,21-10-2024 08:34:01,21-10-2024 08:34:01,IDLE,FMB920,0,352016708222237,11021993,--,--,ON,--,22,--,14.09,--,ON,"St. Peter School, Rajani Rd, Koliwada, Vasai West, Vasai-Virar, Maharashtra (SW)"
5755120532307,--,RTSVVMC,19.4082416,72.82764,ON,RTSVVMC,CamperVan,21-10-2024 08:34:00,21-10-2024 08:34:00,IDLE,FMB920,0,352016708224043,5500328,2.44 km from Sai Children School,--,ON,--,234,--,27.81,--,ON,"Apollo Childrens Hospital, E-o1, Jay Vijay Nagar, Vasai Link Road, Opposite Saraswat Bank, Jay Vijay Nagar, Yashvant Viva Twp, Vasai East, Nallasopara, Maharashtra (NW)"
MH48C0086,--,SWM,19.450385,72.804615,ON,A,Crane,21-10-2024 08:33:58,21-10-2024 08:33:58,STOP,FMB920,0,352016706490588,5575991,2.57 km from Raj palace masjid,--,OFF,--,181,--,10.82,--,ON,"Highway Phata, Kamanwala Nagar, Sheetal Nagar, Virar West, Virar, Maharashtra (NW)"
MH48G1510 Z5,--,SWM,19.4567549,72.8249183,ON,D,Crane,21-10-2024 08:33:53,21-10-2024 08:33:54,RUNNING,FMB920,14,352016706464906,2821349,--,--,ON,--,311,--,14.3,--,ON,"MANSI Snack centre, Narayan Nagar, Virar East, Virar, Maharashtra (NW)"
MH48BM6994,--,MEDICAL DEPT,19.4444183,72.8007283,ON,A,CamperVan,21-10-2024 08:31:17,21-10-2024 08:31:18,STOP,FMB920,0,352016708084462,3766830,--,--,OFF,--,0,--,12.57,--,ON,"Lemon Yellow, 14/605, Virar Gardens Rd, Virar Gardens, Bolinj, Virar West, Virar, Maharashtra (SE)"
MH48BM7148,--,MEDICAL DEPT,19.4378083,72.8608016,ON,F,CamperVan,21-10-2024 08:31:53,21-10-2024 08:31:54,STOP,FMB920,0,352016708028220,3408119,--,--,OFF,--,62,--,12.72,--,ON,"Dhaniv, Nalasopara East, Dhaniv, Maharashtra (NW)"
MH48BM6846,--,RTSVVMC,19.4256283,72.8374316,ON,RTSVVMC,CamperVan,21-10-2024 08:31:52,21-10-2024 08:31:53,RUNNING,FMB920,0,352592572616605,3834721,1.61 km from Rahmat Nagar,--,ON,--,232,--,13.86,--,ON,"Santosh Bhawan Naka, Manevale pada, Nalasopara East, Nala Sopara, Maharashtra (SE)"
MH48BM6842,--,RTSVVMC,19.4458566,72.8178083,ON,RTSVVMC,CamperVan,21-10-2024 08:31:55,21-10-2024 08:31:56,RUNNING,FMB920,19,352592572734747,4194121,1.35 km from Police chouki pragati Nagar,--,ON,--,234,--,13.73,--,ON,"Chaitanya Hospital, A Wing, 2nd Floor, Mata Pita Apartment, Sant Nagar, Manvel Pada Road, Virar East, Ekvira Darshan, Virar East, Virar, Maharashtra (SW)"
MH04DD1733,--,SWM,19.4208183,72.8061766,ON,E,Crane,21-10-2024 08:31:43,21-10-2024 08:31:44,STOP,FMB920,0,352016707303855,9523474,1.79 km from Raj palace masjid,--,OFF,--,146,--,12.98,--,ON,"Darul Mamur Masjid, A-2, Sriprastha, Nallasopara, Sriprastha, Nalasopara West, Nala Sopara, Maharashtra (NE)"
MH48CC1463,--,RTSVVMC,19.4719683,72.8338416,ON,RTSVVMC,CamperVan,21-10-2024 08:31:38,21-10-2024 08:31:39,IDLE,FMB920,0,352016706569258,4821330,--,--,ON,--,34,--,13.37,--,ON,"Bharat Estate, Katkari Pada, Chandansar, Virar, Maharashtra (NE)"
MH48AY8101,--,FIRE DEPT,19.405775,72.8274583,ON,D,Corner Fire,21-10-2024 08:31:06,21-10-2024 08:31:07,STOP,FMB920,0,352016707607990,1171069,--,--,OFF,--,100,--,12.88,--,ON,"VVMC Fire Brigade, Agrawal Nagri, Yashvant Viva Twp, Nalasopara East, Nala Sopara, Maharashtra (NW)"
MH48CB1387,--,SWM,19.469885,72.8474883,ON,F,CamperVan,21-10-2024 08:32:02,21-10-2024 08:32:02,RUNNING,FMB920,15,352016706620036,4666468,--,--,ON,--,87,--,13.51,--,ON,"Hotel Jai Ambe Bhatpada, East, Naka Barafpada Rd, Bhatpada, Chandansar, Virar, Maharashtra (NW)"
MH48CB0230 Z18,--,SWM,19.3395833,72.8057416,ON,A,Truck,21-10-2024 08:31:10,21-10-2024 08:31:10,IDLE,FMB920,0,352016706593290,5446011,--,--,ON,--,182,--,14.57,--,ON,"Dominos Pizza, shop no 8 ground floor, emarald building, PAM imfrastructure, G. G. College Road, Village Malonde, Vasai west, Koliwada, Vasai West, Thane, Maharashtra (SW)"
MH48CB0227,--,SWM,19.4037433,72.8460699,ON,F,Crane,21-10-2024 08:31:51,21-10-2024 08:31:52,RUNNING,FMB920,1,352016706666245,7075160,--,--,ON,--,262,--,14.45,--,ON,"Bank of India ATM, 401205, Fatherwadi, Vasai East, Vasai-Virar, Maharashtra (NE)"
MH48CB0117,--,SWM,19.4275266,72.8681516,ON,F,Forklift,21-10-2024 08:32:01,21-10-2024 08:32:02,IDLE,FMB920,0,352016706551207,6475616,--,--,ON,--,142,--,14.43,--,ON,"Waliv Rd, Golani Naka, Vasai East, Vasai-Virar, Maharashtra (SW)"
MH48C0082,--,SWM,19.43995,72.77453,ON,A,Forklift,21-10-2024 08:32:01,21-10-2024 08:32:02,RUNNING,FMB920,0,352016706664679,7605148,--,--,ON,--,99,--,13.6,--,ON,"The Thane District Central Co-op. Bank Ltd, Umbergothan - Satpala Rd, Pipri Dontalav, Virar West, Vatar, Maharashtra (SW)"
MH48AY237 Z8,--,SWM,19.40303,72.82908,ON,D,Compactor,21-10-2024 08:31:52,21-10-2024 08:31:53,IDLE,FMB920,0,352016706590577,5566313,--,--,ON,--,106,--,24.43,--,ON,"Nooriya Rizviya Masjid, Pragati Nagar, Vasant Nagari, Nalasopara East, Vasai-Virar, Maharashtra (SE)"
MH49C0292,--,SWM,19.46003,72.85125,ON,C,Forklift,21-10-2024 08:31:56,21-10-2024 08:31:56,STOP,FMB920,0,352016706551041,1251477,--,--,OFF,--,44,--,13.15,--,ON,"ISKCON VIRAR and GAUSHALA: Shri Shri Radha Brajsundarji Temple, Virar East., Virar Kaner Road, Hare Krsna Land, Bhatpada, Virar East, Virar, Maharashtra (SE)"
